year,id,ifr_itin_ac,ifr_itin_at,ifr_itin_ga,ifr_itin_mil,ifr_itin,vfr_itin_ac,vfr_itin_at,vfr_itin_ga,vfr_itin_mil,vfr_itin,itin_ac,itin_at,itin_ga,itin_mil,itin,local_civil,local_mil,local,total_ops
2000,ITO,21060,794,1317,2074,25245,1196,47886,13964,2470,65516,22256,48680,15281,4544,90761,17627,7148,24775,115536
2000,IWA,478,270,15026,2049,17823,432,4049,27907,2079,34467,910,4319,42933,4128,52290,99701,6498,106199,158489
2000,IXD,1,119,2199,22,2341,12,77,3401,243,3733,13,196,5600,265,6074,6740,423,7163,13237
2000,JAC,111,695,740,0,1546,1035,5113,15239,88,21475,1146,5808,15979,88,23021,2808,51,2859,25880
2000,JAN,20409,16235,17390,7486,61520,335,388,8515,629,9867,20744,16623,25905,8115,71387,1438,17928,19366,90753
2000,JAX,64163,25806,25178,6514,121661,1956,1328,8692,1461,13437,66119,27134,33870,7975,135098,4828,8871,13699,148797
2000,JFK,247453,95408,7026,392,350279,386,3535,4316,435,8672,247839,98943,11342,827,358951,0,0,0,358951
2000,JLN,1,5022,6016,2,11041,12,703,13377,123,14215,13,5725,19393,125,25256,11905,34,11939,37195
2000,JNU,8113,2139,1067,135,11454,666,101236,16975,633,119510,8779,103375,18042,768,130964,15027,104,15131,146095
2000,JVL,495,4674,4675,5,9849,402,2376,34829,212,37819,897,7050,39504,217,47668,28871,132,29003,76671
2000,JXN,0,238,8002,9,8249,0,302,29449,162,29913,0,540,37451,171,38162,23813,60,23873,62035
2000,KOA,28558,1442,1717,1412,33129,925,8103,16294,1444,26766,29483,9545,18011,2856,59895,29010,9069,38079,97974
2000,KWA,625,55,9,5108,5797,206,914,129,2939,4188,831,969,138,8047,9985,27,616,643,10628
2000,LAF,4,2858,12049,2,14913,48,519,39399,29,39995,52,3377,51448,31,54908,77299,0,77299,132207
2000,LAL,1,355,16509,597,17462,7,754,79659,1068,81488,8,1109,96168,1665,98950,91438,3155,94593,193543
2000,LAN,8584,31628,21903,1028,63143,240,693,18374,480,19787,8824,32321,40277,1508,82930,29457,1033,30490,113420
2000,LAS,328530,31093,79984,15992,455599,8152,26540,22077,5938,62707,336682,57633,102061,21930,518306,2994,0,2994,521300
2000,LAW,0,3888,2490,414,6792,0,1428,2503,0,3931,0,5316,4993,414,10723,4258,15344,19602,30325
2000,LAX,557933,189831,13525,554,761843,7772,8736,3444,1746,21698,565705,198567,16969,2300,783541,143,0,143,783684
2000,LBB,16593,18506,14156,6200,55455,972,1749,18295,321,21337,17565,20255,32451,6521,76792,34367,17449,51816,128608
2000,LCH,0,8430,4973,3692,17095,17,6407,6751,1429,14604,17,14837,11724,5121,31699,9237,4064,13301,45000
2000,LEB,0,3389,4295,3,7687,0,426,14321,86,14833,0,3815,18616,89,22520,23292,146,23438,45958
2000,LEX,10433,21165,27791,560,59949,923,1820,20896,540,24179,11356,22985,48687,1100,84128,1207,1555,2762,86890
2000,LFT,600,21441,14104,709,36854,31,17528,20690,294,38543,631,38969,34794,1003,75397,13593,784,14377,89774
2000,LGA,276576,96785,13736,327,387424,1049,1141,2353,67,4610,277625,97926,16089,394,392034,13,0,13,392047
2000,LGB,11137,2723,45090,280,59230,1003,3388,123364,681,128436,12140,6111,168454,961,187666,191681,52,191733,379399
2000,LIH,32530,746,830,1473,35579,1115,57139,2730,1436,62420,33645,57885,3560,2909,97999,14230,1613,15843,113842
2000,LIT,33991,25291,43639,8671,111592,398,826,30353,1342,32919,34389,26117,73992,10013,144511,10991,19300,30291,174802
2000,LMT,0,4505,2747,3300,10552,0,1209,15467,2280,18956,0,5714,18214,5580,29508,8021,4035,12056,41564
2000,LNK,5635,11065,21485,8443,46628,111,957,23417,2573,27058,5746,12022,44902,11016,73686,32700,8804,41504,115190
2000,LNS,0,2994,13989,562,17545,0,431,44289,967,45687,0,3425,58278,1529,63232,39910,4293,44203,107435
2000,LOU,0,1117,13453,5,14575,0,664,43517,93,44274,0,1781,56970,98,58849,81409,68,81477,140326
2000,LRD,3965,14001,13291,4183,35440,576,1800,11634,2602,16612,4541,15801,24925,6785,52052,4948,17979,22927,74979
2000,LSE,1635,8510,5164,180,15489,216,1044,12219,496,13975,1851,9554,17383,676,29464,13834,770,14604,44068
2000,LUK,0,9259,32173,41,41473,7,79,34836,253,35175,7,9338,67009,294,76648,51198,66,51264,127912
2000,LVK,0,108,12544,5,12657,0,173,74518,131,74822,0,281,87062,136,87479,147136,6,147142,234621
2000,LWB,158,2377,6010,92,8637,165,428,7685,905,9183,323,2805,13695,997,17820,8229,3835,12064,29884
2000,LWM,0,37,7233,0,7270,0,125,34916,49,35090,0,162,42149,49,42360,48993,12,49005,91365
2000,LWS,15,8390,2257,46,10708,62,1006,19727,321,21116,77,9396,21984,367,31824,13285,533,13818,45642
2000,LYH,1,11803,7157,236,19197,11,856,17215,514,18596,12,12659,24372,750,37793,19006,446,19452,57245
2000,LZU,0,1851,11950,3,13804,0,1033,49657,90,50780,0,2884,61607,93,64584,43393,20,43413,107997
2000,MAF,10282,13046,9679,5941,38948,406,631,6100,140,7277,10688,13677,15779,6081,46225,6601,42852,49453,95678
2000,MBS,10913,13069,14405,86,38473,230,390,8172,67,8859,11143,13459,22577,153,47332,11036,192,11228,58560
2000,MCI,162169,42698,8100,624,213591,888,484,3039,76,4487,163057,43182,11139,700,218078,106,10,116,218194
2000,MCN,721,2826,10373,1246,15166,236,519,13838,645,15238,957,3345,24211,1891,30404,3160,301,3461,33865
2000,MCO,221530,67868,27563,4416,321377,41025,353,2598,258,44234,262555,68221,30161,4674,365611,664,3,667,366278
2000,MDH,2,675,1583,4,2264,43,681,29097,157,29978,45,1356,30680,161,32242,85276,133,85409,117651
2000,MDT,19732,30811,11490,3248,65281,213,504,4839,276,5832,19945,31315,16329,3524,71113,2891,5291,8182,79295
2000,MDW,160285,50164,46547,422,257418,8683,6277,23556,804,39320,168968,56441,70103,1226,296738,1323,376,1699,298437
2000,MEI,0,6992,8745,22186,37923,0,1245,5049,3336,9630,0,8237,13794,25522,47553,9736,27388,37124,84677
2000,MEM,217240,107271,43295,4231,372037,1681,994,11323,300,14298,218921,108265,54618,4531,386335,0,0,0,386335
2000,MFD,128,9104,11358,2925,23515,23,904,11883,1259,14069,151,10008,23241,4184,37584,9004,2824,11828,49412
2000,MFE,6143,1237,10723,4178,22281,910,402,22860,1516,25688,7053,1639,33583,5694,47969,13600,407,14007,61976
2000,MFR,2246,17877,6202,46,26371,263,1276,17979,322,19840,2509,19153,24181,368,46211,20901,96,20997,67208
2000,MGM,7563,6896,21797,15380,51636,116,79,14201,20499,34895,7679,6975,35998,35879,86531,12310,18082,30392,116923
2000,MGW,0,7012,4513,314,11839,0,4621,13152,1169,18942,0,11633,17665,1483,30781,17238,772,18010,48791
2000,MHR,2853,2188,2365,537,7943,427,1493,4268,258,6446,3280,3681,6633,795,14389,4139,1657,5796,20185
2000,MHT,37739,21827,12161,310,72037,671,1233,15769,303,17976,38410,23060,27930,613,90013,16063,10,16073,106086
2000,MIA,322508,103005,45230,3883,474626,1807,3594,35121,1334,41856,324315,106599,80351,5217,516482,57,6,63,516545
2000,MIC,0,0,6612,0,6612,0,15,64390,24,64429,0,15,71002,24,71041,105497,16,105513,176554
2000,MKC,23,10376,40991,286,51676,92,3496,35441,438,39467,115,13872,76432,724,91143,37158,265,37423,128566
2000,MKE,85665,90310,28123,3441,207539,228,1734,7548,782,10292,85893,92044,35671,4223,217831,4024,0,4024,221855
2000,MKG,17,10351,15422,682,26472,118,1359,24333,1362,27172,135,11710,39755,2044,53644,22495,3310,25805,79449
2000,MKK,1356,8787,651,260,11054,129,18602,8632,1053,28416,1485,27389,9283,1313,39470,2586,2649,5235,44705
2000,MKL,1,4123,5121,297,9542,3,456,9092,1232,10783,4,4579,14213,1529,20325,11034,1784,12818,33143
2000,MLB,3985,2306,41091,196,47578,622,452,52797,322,54193,4607,2758,93888,518,101771,89938,444,90382,192153
2000,MLI,11764,11558,13753,336,37411,1006,820,10716,357,12899,12770,12378,24469,693,50310,15571,291,15862,66172
2000,MLU,3963,7716,12924,2902,27505,199,264,10442,399,11304,4162,7980,23366,3301,38809,14230,9149,23379,62188
2000,MMU,0,4242,29696,12,33950,0,2081,141962,56,144099,0,6323,171658,68,178049,93025,0,93025,271074
2000,MOB,9062,6573,10929,21779,48343,1709,2269,12746,11967,28691,10771,8842,23675,33746,77034,15430,33382,48812,125846
2000,MOD,0,4099,10380,106,14585,9,9037,32165,309,41520,9,13136,42545,415,56105,30255,84,30339,86444
2000,MOT,1365,4712,2602,153,8832,285,1481,6083,204,8053,1650,6193,8685,357,16885,20150,1660,21810,38695
2000,MQY,23,1760,14508,1891,18182,145,1319,14484,2695,18643,168,3079,28992,4586,36825,39084,2291,41375,78200
2000,MRI,0,802,6248,0,7050,0,8616,67296,148,76060,0,9418,73544,148,83110,106944,473,107417,190527
2000,MRY,727,27089,27133,340,55289,252,2561,30987,467,34267,979,29650,58120,807,89556,12273,203,12476,102032
2000,MSN,14861,20665,29527,2245,67298,471,842,25852,1853,29018,15332,21507,55379,4098,96316,27705,1734,29439,125755
2000,MSO,5663,6920,4223,61,16867,578,3762,20129,526,24995,6241,10682,24352,587,41862,17618,227,17845,59707
2000,MSP,266842,118495,115001,2317,502655,5658,2478,10464,932,19532,272500,120973,125465,3249,522187,66,0,66,522253
2000,MSY,113780,19383,16610,957,150730,1091,3946,11144,591,16772,114871,23329,27754,1548,167502,0,0,0,167502
2000,MTN,0,215,12507,1749,14471,0,209,55629,3856,59694,0,424,68136,5605,74165,50256,1654,51910,126075
2000,MVY,0,12367,7634,26,20027,0,17900,23443,75,41418,0,30267,31077,101,61445,4421,288,4709,66154
2000,MWA,0,3819,1423,5,5247,6,1361,12120,88,13575,6,5180,13543,93,18822,35314,56,35370,54192
2000,MWC,0,145,6579,0,6724,1,474,52084,175,52734,1,619,58663,175,59458,16961,18,16979,76437
2000,MWH,6246,3408,7705,3888,21247,17982,1415,23784,871,44052,24228,4823,31489,4759,65299,52124,7733,59857,125156
2000,MYF,0,4534,51176,11,55721,0,3195,90984,150,94329,0,7729,142160,161,150050,101575,20,101595,251645
2000,MYR,13502,15819,13405,1242,43968,894,827,12460,712,14893,14396,16646,25865,1954,58861,13094,1691,14785,73646
2000,NEW,2,4016,25430,2389,31837,23,1481,46411,3394,51309,25,5497,71841,5783,83146,55622,2220,57842,140988
2000,OAK,142650,27197,44928,58,214833,5353,15069,105141,345,125908,148003,42266,150069,403,340741,108260,49,108309,449050
2000,OGD,2,159,2302,6,2469,26,171,38726,70,38993,28,330,41028,76,41462,52473,51,52524,93986
2000,OGG,62715,3418,1651,1216,69000,1084,74361,18414,1176,95035,63799,77779,20065,2392,164035,9918,902,10820,174855
2000,OJC,0,49,12146,4,12199,0,166,31438,117,31721,0,215,43584,121,43920,49122,89,49211,93131
2000,OKC,48653,7706,46119,27555,130033,4956,1975,7588,3151,17670,53609,9681,53707,30706,147703,6123,6257,12380,160083
2000,OLM,0,1750,8770,203,10723,0,1189,34997,1138,37324,0,2939,43767,1341,48047,35478,60,35538,83585
2000,OMA,50142,30804,29928,328,111202,2563,2537,20921,425,26446,52705,33341,50849,753,137648,29312,919,30231,167879
2000,ONT,93162,22732,7745,35,123674,2223,5375,12869,126,20593,95385,28107,20614,161,144267,10699,60,10759,155026
2000,OPF,285,4027,18435,2114,24861,274,3522,52088,5667,61551,559,7549,70523,7781,86412,42535,7115,49650,136062
2000,ORD,687794,192272,16080,198,896344,100,1373,11153,7,12633,687894,193645,27233,205,908977,0,0,0,908977
2000,ORF,29526,35348,21089,495,86458,13554,5009,18976,491,38030,43080,40357,40065,986,124488,6203,3165,9368,133856
2000,ORH,1,3453,4955,24,8433,27,462,19485,481,20455,28,3915,24440,505,28888,21885,301,22186,51074
2000,ORL,0,9797,59891,376,70064,0,2141,91760,292,94193,0,11938,151651,668,164257,61139,53,61192,225449
2000,OSH,4,1596,6376,266,8242,26,484,41371,427,42308,30,2080,47747,693,50550,53004,834,53838,104388
2000,OSU,0,2468,19261,14,21743,0,603,38389,262,39254,0,3071,57650,276,60997,46031,0,46031,107028
2000,OUN,0,0,10372,176,10548,0,0,41005,848,41853,0,0,51377,1024,52401,63328,35,63363,115764
2000,OWB,730,3225,7443,357,11755,97,487,23622,693,24899,827,3712,31065,1050,36654,28724,1506,30230,66884
2000,OWD,0,45,6518,0,6563,0,2145,38210,141,40496,0,2190,44728,141,47059,49171,59,49230,96289
2000,OXR,0,7029,16542,41,23612,0,8393,26616,1420,36429,0,15422,43158,1461,60041,28138,64,28202,88243
2000,PAE,2199,1804,24949,285,29237,1244,2082,80236,728,84290,3443,3886,105185,1013,113527,98740,1024,99764,213291
2000,PAH,10,6685,5476,140,12311,39,636,9194,449,10318,49,7321,14670,589,22629,4873,94,4967,27596
2000,PAO,0,0,6930,0,6930,0,1,64456,0,64457,0,1,71386,0,71387,129742,0,129742,201129
2000,PBI,50089,31495,63435,826,145845,5387,3394,51001,202,59984,55476,34889,114436,1028,205829,8383,115,8498,214327
2000,PDK,0,7096,77452,91,84639,0,1158,70840,298,72296,0,8254,148292,389,156935,82875,15,82890,239825
2000,PDT,0,4235,1073,262,5570,8,3012,18130,1451,22601,8,7247,19203,1713,28171,7022,1374,8396,36567
2000,PDX,136622,99154,17571,5407,258754,15750,19746,15720,2703,53919,152372,118900,33291,8110,312673,4029,775,4804,317477
2000,PFN,4441,13017,12242,999,30699,466,1910,19388,1147,22911,4907,14927,31630,2146,53610,28031,3371,31402,85012
2000,PHF,2331,16792,13442,4326,36891,359,1293,51490,16754,69896,2690,18085,64932,21080,106787,71456,31953,103409,210196
2000,PHL,295163,125052,52846,423,473484,896,725,8340,122,10083,296059,125777,61186,545,483567,0,0,0,483567
2000,PHX,402827,78443,22606,2121,505997,5258,17965,49411,2134,74768,408085,96408,72017,4255,580765,55762,2230,57992,638757
2000,PIA,6619,21012,14725,3582,45938,280,1527,14613,3851,20271,6899,22539,29338,7433,66209,14770,3967,18737,84946
2000,PIE,6812,4446,34993,3001,49252,668,3578,63537,6635,74418,7480,8024,98530,9636,123670,96826,8719,105545,229215
2000,PIH,4,10323,2088,39,12454,341,5338,14283,169,20131,345,15661,16371,208,32585,14055,530,14585,47170
2000,PIT,232356,186053,22748,5164,446321,86,182,1394,190,1852,232442,186235,24142,5354,448173,8,0,8,448181
2000,PKB,0,6403,5312,823,12538,0,593,12957,2278,15828,0,6996,18269,3101,28366,12498,5498,17996,46362
2000,PMD,28,51,3776,6090,9945,266,340,9733,9671,20010,294,391,13509,15761,29955,2162,13003,15165,45120
2000,PMP,0,2,8991,0,8993,0,50,47619,11,47680,0,52,56610,11,56673,126107,0,126107,182780
2000,PNE,0,0,20299,0,20299,0,0,84578,1400,85978,0,0,104877,1400,106277,70399,0,70399,176676
2000,PNS,12069,19173,19355,17689,68286,723,1194,15496,3918,21331,12792,20367,34851,21607,89617,21920,6254,28174,117791
2000,POC,0,27,12530,15,12572,1,916,116227,168,117312,1,943,128757,183,129884,122565,17,122582,252466
2000,POU,0,2050,5211,3,7264,0,607,47345,227,48179,0,2657,52556,230,55443,68760,0,68760,124203
2000,PPG,91,9318,106,274,9789,137,5034,192,237,5600,228,14352,298,511,15389,366,0,366,15755
2000,PRC,0,3127,3690,34,6851,4,1291,107850,295,109440,4,4418,111540,329,116291,203723,23,203746,320037
2000,PSC,2972,22334,9617,656,35579,193,2586,19336,365,22480,3165,24920,28953,1021,58059,32299,2129,34428,92487
2000,PSP,9019,24308,13697,174,47198,517,1898,33060,344,35819,9536,26206,46757,518,83017,12530,512,13042,96059
2000,PTK,471,9282,57587,1,67341,286,3349,100699,639,104973,757,12631,158286,640,172314,162070,0,162070,334384
2000,PUB,188,4359,16179,5026,25752,28,560,15519,534,16641,216,4919,31698,5560,42393,25362,15918,41280,83673
2000,PVD,50720,45936,29187,2514,128357,867,3074,10065,250,14256,51587,49010,39252,2764,142613,12932,0,12932,155545
2000,PWA,0,0,41649,0,41649,0,423,17084,142,17649,0,423,58733,142,59298,26482,1030,27512,86810
2000,PWK,0,5304,38008,4,43316,0,767,80725,37,81529,0,6071,118733,41,124845,55628,10,55638,180483
2000,PWM,14754,26994,13393,1034,56175,1920,3941,22060,700,28621,16674,30935,35453,1734,84796,21118,338,21456,106252
2000,RAL,0,131,8826,25,8982,0,747,30579,192,31518,0,878,39405,217,40500,43043,83,43126,83626
2000,RAP,3387,11249,8280,729,23645,356,1243,14224,1721,17544,3743,12492,22504,2450,41189,13993,1967,15960,57149
2000,RBD,0,0,2985,61,3046,0,1,29715,163,29879,0,1,32700,224,32925,71431,302,71733,104658
2000,RDD,0,9514,4477,144,14135,7,5506,29727,583,35823,7,15020,34204,727,49958,21368,562,21930,71888
2000,RDG,66,9957,18535,442,29000,19,2387,46505,657,49568,85,12344,65040,1099,78568,68267,1538,69805,148373
2000,RDM,3,16674,2481,57,19215,20,2281,13520,230,16051,23,18955,16001,287,35266,19959,603,20562,55828
2000,RDU,138964,63368,37123,1395,240850,13376,8493,28909,2472,53250,152340,71861,66032,3867,294100,1143,1191,2334,296434
2000,RFD,10674,5999,22981,387,40041,1969,823,20701,730,24223,12643,6822,43682,1117,64264,23998,1545,25543,89807
2000,RHV,0,0,2399,0,2399,0,6,75004,29,75039,0,6,77403,29,77438,152451,54,152505,229943
2000,RIC,41970,33108,30471,6529,112078,3826,2878,18492,2169,27365,45796,35986,48963,8698,139443,6352,4123,10475,149918
2000,RNO,67269,12175,14857,1863,96164,84,6709,35056,1402,43251,67353,18884,49913,3265,139415,10094,364,10458,149873
2000,RNT,182,142,2962,0,3286,152,474,48733,90,49449,334,616,51695,90,52735,84209,28,84237,136972
2000,ROA,6929,32114,14187,784,54014,108,1231,13096,222,14657,7037,33345,27283,1006,68671,38558,738,39296,107967
2000,ROC,38187,51487,21530,1339,112543,1420,2370,20007,634,24431,39607,53857,41537,1973,136974,38874,3082,41956,178930
2000,ROW,30,5690,5616,11478,22814,419,1061,19787,2155,23422,449,6751,25403,13633,46236,12877,15766,28643,74879
2000,RST,8754,5104,12540,1986,28384,128,195,14503,415,15241,8882,5299,27043,2401,43625,26424,4164,30588,74213
2000,RSW,39249,14823,10531,728,65331,544,726,6468,185,7923,39793,15549,16999,913,73254,3219,903,4122,77376
2000,RVS,0,5,16556,0,16561,7,96,114772,43,114918,7,101,131328,43,131479,127637,14,127651,259130
2000,RYN,0,0,1791,22,1813,0,15,51704,635,52354,0,15,53495,657,54167,119796,410,120206,174373
2000,RYY,0,518,11696,30,12244,6,459,41553,1259,43277,6,977,53249,1289,55521,53053,505,53558,109079
2000,SAC,0,4204,24738,101,29043,0,1727,39950,44,41721,0,5931,64688,145,70764,45797,90,45887,116651
2000,SAF,0,7884,7604,391,15879,1,709,27077,1384,29171,1,8593,34681,1775,45050,37764,1776,39540,84590
2000,SAN,138297,33363,11801,359,183820,15074,3805,4481,464,23824,153371,37168,16282,823,207644,192,80,272,207916
2000,SAT,72800,29801,48363,3699,154663,8136,7411,60801,6421,82769,80936,37212,109164,10120,237432,7730,1038,8768,246200
2000,SAV,13104,18024,25903,4754,61785,497,591,18054,1529,20671,13601,18615,43957,6283,82456,26404,3754,30158,112614
2000,SBA,10087,23193,23506,464,57250,188,5063,45696,649,51596,10275,28256,69202,1113,108846,58461,69,58530,167376
2000,SBN,10656,24195,15342,79,50272,26,200,10962,17,11205,10682,24395,26304,96,61477,15784,141,15925,77402
2000,SBP,0,13513,5699,131,19343,11,2714,44430,760,47915,11,16227,50129,891,67258,42616,70,42686,109944
2000,SBY,2611,5821,3441,188,12061,200,510,16857,875,18442,2811,6331,20298,1063,30503,9847,3472,13319,43822
2000,SCK,4,262,30791,962,32019,16,242,22056,1146,23460,20,504,52847,2108,55479,15909,681,16590,72069
2000,SDF,107118,39508,25344,2715,174685,1203,617,3629,1401,6850,108321,40125,28973,4116,181535,0,0,0,181535
2000,SDL,0,3774,26746,5,30525,8,4173,86457,412,91050,8,7947,113203,417,121575,85298,159,85457,207032
2000,SDM,1,81,6493,46,6621,1,50,9798,476,10325,2,131,16291,522,16946,91888,3966,95854,112800
2000,SEA,230762,187172,2577,16,420527,5593,16551,2871,79,25094,236355,203723,5448,95,445621,56,0,56,445677
2000,SEE,0,2,7836,0,7838,0,23,80276,45,80344,0,25,88112,45,88182,99540,29,99569,187751
2000,SFB,4164,393,43455,11,48023,992,105,117753,35,118885,5156,498,161208,46,166908,204862,14,204876,371784
2000,SFF,0,2725,2698,8,5431,0,6960,31297,292,38549,0,9685,33995,300,43980,31392,27,31419,75399
2000,SFO,324746,71477,18980,1367,416570,2969,2057,6817,809,12652,327715,73534,25797,2176,429222,1329,3,1332,430554
2000,SGF,11169,21844,20858,3625,57496,306,630,17662,1255,19853,11475,22474,38520,4880,77349,19959,7512,27471,104820
2000,SHV,9623,30875,23212,4539,68249,362,352,3990,1110,5814,9985,31227,27202,5649,74063,5070,4284,9354,83417
2000,SIG,0,0,2184,613,2797,0,4285,51028,2522,57835,0,4285,53212,3135,60632,55325,1609,56934,117566
2000,SJC,143639,12312,32241,53,188245,3421,1540,55364,130,60455,147060,13852,87605,183,248700,51128,16,51144,299844
2000,SJT,2,7894,4937,6209,19042,12,1783,16517,247,18559,14,9677,21454,6456,37601,18814,31989,50803,88404
2000,SJU,108109,64530,9962,1993,184594,1286,26184,19796,857,48123,109395,90714,29758,2850,232717,3846,340,4186,236903
2000,SLC,170689,100407,24854,1823,297773,2982,8174,49958,2092,63206,173671,108581,74812,3915,360979,5904,50,5954,366933
2000,SLE,0,615,5440,806,6861,10,749,26199,1560,28518,10,1364,31639,2366,35379,12809,1053,13862,49241
2000,SLN,34,4607,12544,2315,19500,116,585,26000,1885,28586,150,5192,38544,4200,48086,28739,10778,39517,87603
2000,SMF,85267,17016,7790,1629,111702,2398,3371,14824,252,20845,87665,20387,22614,1881,132547,13016,4406,17422,149969
2000,SMO,0,3848,23108,28,26984,0,2843,82342,1363,86548,0,6691,105450,1391,113532,59194,28,59222,172754
2000,SMX,6,8093,5488,128,13715,53,3887,33624,332,37896,59,11980,39112,460,51611,24183,571,24754,76365
2000,SNA,83925,13369,48004,61,145359,1277,407,116003,172,117859,85202,13776,164007,233,263218,124646,0,124646,387864
2000,SNS,0,266,9460,12,9738,0,1095,36034,301,37430,0,1361,45494,313,47168,41830,96,41926,89094
2000,SPG,0,316,2588,3,2907,0,3391,38390,735,42516,0,3707,40978,738,45423,54567,418,54985,100408
2000,SPI,82,12634,18038,2318,33072,41,1087,16696,578,18402,123,13721,34734,2896,51474,18726,2360,21086,72560
2000,SQL,0,0,3560,0,3560,0,10,71032,11,71053,0,10,74592,11,74613,85562,15,85577,160190
2000,SRQ,9354,8904,31538,580,50376,826,2055,79484,1145,83510,10180,10959,111022,1725,133886,35320,331,35651,169537
2000,SSF,0,1,5064,3934,8999,0,10,43754,1087,44851,0,11,48818,5021,53850,96054,378,96432,150282
2000,STJ,12,43,3682,2248,5985,72,149,8996,1922,11139,84,192,12678,4170,17124,10436,3984,14420,31544
2000,STL,341173,107148,19115,3020,470456,5125,3279,3798,1046,13248,346298,110427,22913,4066,483704,502,18,520,484224
2000,STP,0,5844,43490,756,50090,0,2489,46152,3035,51676,0,8333,89642,3791,101766,51073,5377,56450,158216
2000,STS,0,3606,12419,19,16044,14,3115,66309,251,69689,14,6721,78728,270,85733,46393,157,46550,132283
2000,STT,7731,20259,4160,613,32763,784,36565,18809,1115,57273,8515,56824,22969,1728,90036,6374,160,6534,96570
2000,STX,4679,12462,2566,1459,21166,367,23642,8730,1229,33968,5046,36104,11296,2688,55134,6412,1462,7874,63008
2000,SUA,0,2760,11421,12,14193,1,833,49153,638,50625,1,3593,60574,650,64818,51257,251,51508,116326
2000,SUN,0,10340,9521,0,19861,8,3420,35975,21,39424,8,13760,45496,21,59285,6007,0,6007,65292
2000,SUS,21,5417,45276,45,50759,79,2318,58216,237,60850,100,7735,103492,282,111609,93132,10,93142,204751
2000,SUX,1207,8147,11231,2182,22767,59,425,6874,851,8209,1266,8572,18105,3033,30976,6559,3632,10191,41167
2000,SWF,6440,13271,6819,2125,28655,1177,1400,43319,2887,48783,7617,14671,50138,5012,77438,53945,5106,59051,136489
2000,SYR,31127,47727,16446,3794,99094,1235,2241,12669,1118,17263,32362,49968,29115,4912,116357,16204,7730,23934,140291
2000,TCL,8,1013,8769,3818,13608,57,550,17467,7585,25659,65,1563,26236,11403,39267,20279,2663,22942,62209
2000,TEB,86,38487,123490,136,162199,85,9562,103085,419,113151,171,48049,226575,555,275350,7497,0,7497,282847
2000,TIW,0,617,11470,22,12109,0,961,44403,433,45797,0,1578,55873,455,57906,49554,22,49576,107482
2000,TIX,0,307,23843,28,24178,0,1319,35307,321,36947,0,1626,59150,349,61125,71620,45,71665,132790
2000,TKI,0,0,5019,0,5019,0,2,35609,12,35623,0,2,40628,12,40642,115138,0,115138,155780
2000,TLH,3932,35561,20996,5284,65773,366,2848,22447,1908,27569,4298,38409,43443,7192,93342,20757,6904,27661,121003
2000,TMB,0,552,18753,1,19306,0,608,73110,31,73749,0,1160,91863,32,93055,97645,0,97645,190700
2000,TOA,0,0,9856,3,9859,0,19,85027,631,85677,0,19,94883,634,95536,82510,123,82633,178169
2000,TOL,17955,22757,24305,1935,66952,2006,1482,10136,949,14573,19961,24239,34441,2884,81525,15428,3230,18658,100183
2000,TOP,0,0,3948,6,3954,0,13,32944,569,33526,0,13,36892,575,37480,28289,173,28462,65942
2000,TPA,148719,80521,23178,494,252912,145,1467,22956,320,24888,148864,81988,46134,814,277800,832,0,832,278632
2000,TRI,7464,14875,16800,309,39448,311,604,23056,331,24302,7775,15479,39856,640,63750,35304,98,35402,99152
2000,TTD,0,0,1189,0,1189,5,28,30382,231,30646,5,28,31571,231,31835,40882,2313,43195,75030
