year,id,ifr_itin_ac,ifr_itin_at,ifr_itin_ga,ifr_itin_mil,ifr_itin,vfr_itin_ac,vfr_itin_at,vfr_itin_ga,vfr_itin_mil,vfr_itin,itin_ac,itin_at,itin_ga,itin_mil,itin,local_civil,local_mil,local,total_ops
2004,CMA,0,1453,15836,15,17304,0,914,75667,161,76742,0,2367,91503,176,94046,68827,16,68843,162889
2004,CMH,43160,115513,27495,594,186762,2791,3495,32170,724,39180,45951,119008,59665,1318,225942,4123,30,4153,230095
2004,CMI,50,11108,20913,37,32108,55,1078,19725,115,20973,105,12186,40638,152,53081,72504,51,72555,125636
2004,CNO,0,85,21214,20,21319,0,250,52942,86,53278,0,335,74156,106,74597,87584,21,87605,162202
2004,CNW,99,21,2886,3708,6714,34,863,12418,1283,14598,133,884,15304,4991,21312,28749,12737,41486,62798
2004,COS,17850,28785,15999,10633,73267,629,1896,30432,7506,40463,18479,30681,46431,18139,113730,45797,15775,61572,175302
2004,COU,73,3081,7649,121,10924,104,594,12084,521,13303,177,3675,19733,642,24227,7962,759,8721,32948
2004,CPR,639,13459,6538,115,20751,129,1413,7913,226,9681,768,14872,14451,341,30432,6875,230,7105,37537
2004,CPS,0,7827,15088,137,23052,0,1240,44562,211,46013,0,9067,59650,348,69065,100911,36,100947,170012
2004,CRE,0,525,13335,249,14109,0,478,25168,668,26314,0,1003,38503,917,40423,17560,104,17664,58087
2004,CRG,0,5383,24915,38,30336,0,1235,61229,11961,74425,0,6618,86144,11999,104761,68913,440,69353,174114
2004,CRP,4330,15200,12661,10457,42648,171,1494,12503,163,14331,4501,16694,25164,10620,56979,6068,58685,64753,121732
2004,CRQ,0,10703,45632,343,56678,2,3748,78610,1133,83493,2,14451,124242,1476,140171,67663,59,67722,207893
2004,CRW,42,36282,13469,2717,52510,6,5331,11221,732,17290,48,41613,24690,3449,69800,12086,2436,14522,84322
2004,CSG,2664,292,12026,177,15159,569,255,12835,541,14200,3233,547,24861,718,29359,15976,418,16394,45753
2004,CVG,174225,325373,7112,50,506760,3307,3820,1863,101,9091,177532,329193,8975,151,515851,0,0,0,515851
2004,CWA,33,16503,2213,83,18832,48,757,5258,199,6262,81,17260,7471,282,25094,4094,500,4594,29688
2004,CWF,649,1557,4680,13314,20200,107,1196,29350,4253,34906,756,2753,34030,17567,55106,2474,15539,18013,73119
2004,CXY,0,710,8834,459,10003,0,40,19904,626,20570,0,750,28738,1085,30573,25882,1398,27280,57853
2004,CYS,0,745,1177,643,2565,43,6871,13410,2191,22515,43,7616,14587,2834,25080,16423,12978,29401,54481
2004,DAB,4797,4199,56169,550,65715,507,950,171107,497,173061,5304,5149,227276,1047,238776,59170,9,59179,297955
2004,DAL,84049,40368,69215,995,194627,1048,3531,49072,1013,54664,85097,43899,118287,2008,249291,0,0,0,249291
2004,DAY,26918,55066,20948,767,103699,1848,4345,7345,542,14080,28766,59411,28293,1309,117779,6529,16,6545,124324
2004,DBQ,14,3258,6365,33,9670,14,371,22221,91,22697,28,3629,28586,124,32367,22937,12,22949,55316
2004,DCA,153805,113209,2485,245,269744,417,338,961,20,1736,154222,113547,3446,265,271480,0,0,0,271480
2004,DEC,7,2367,5832,261,8467,7,410,13468,691,14576,14,2777,19300,952,23043,19461,426,19887,42930
2004,DEN,328650,221728,6740,482,557600,2009,3242,3190,467,8908,330659,224970,9930,949,566508,5,1,6,566514
2004,DET,104,4935,11991,25,17055,119,823,29089,1529,31560,223,5758,41080,1554,48615,33902,16,33918,82533
2004,DFW,515835,276517,6222,86,798660,1150,837,314,67,2368,516985,277354,6536,153,801028,13255,211,13466,814494
2004,DHN,2911,1720,11862,10332,26825,482,352,12034,10141,23009,3393,2072,23896,20473,49834,18351,22642,40993,90827
2004,DLH,5178,5408,13353,2607,26546,108,402,21307,712,22529,5286,5810,34660,3319,49075,19073,2983,22056,71131
2004,DPA,25,4087,29208,4,33324,62,2069,72853,152,75136,87,6156,102061,156,108460,89408,0,89408,197868
2004,DSM,25806,35185,26663,1913,89567,1465,2583,11026,774,15848,27271,37768,37689,2687,105415,5103,2493,7596,113011
2004,DTN,0,70,4351,57,4478,0,306,16012,1310,17628,0,376,20363,1367,22106,26128,7182,33310,55416
2004,DTO,0,371,2549,1,2921,0,195,19626,13,19834,0,566,22175,14,22755,34855,2,34857,57612
2004,DTW,297856,157599,11694,52,467201,33773,18095,2741,98,54707,331629,175694,14435,150,521908,733,0,733,522641
2004,DVT,0,689,6238,2,6929,0,3390,131312,42,134744,0,4079,137550,44,141673,198759,5,198764,340437
2004,DWH,0,822,12066,1142,14030,0,1502,67853,732,70087,0,2324,79919,1874,84117,128065,570,128635,212752
2004,DXR,0,34,4726,0,4760,0,75,37978,23,38076,0,109,42704,23,42836,41390,12,41402,84238
2004,EGE,4256,5890,10719,72,20937,525,605,6831,2428,10389,4781,6495,17550,2500,31326,4714,2552,7266,38592
2004,EKO,880,6263,1363,6,8512,118,1947,7134,112,9311,998,8210,8497,118,17823,8678,0,8678,26501
2004,ELM,10,13061,8714,145,21930,0,21,8117,46,8184,10,13082,16831,191,30114,16282,286,16568,46682
2004,ELP,44263,18489,14838,4123,81713,344,2915,21033,1407,25699,44607,21404,35871,5530,107412,6808,2131,8939,116351
2004,EMT,0,1241,4496,1,5738,22,1085,73879,116,75102,22,2326,78375,117,80840,74033,27,74060,154900
2004,ENA,364,5446,988,228,7026,619,11965,10058,394,23036,983,17411,11046,622,30062,16776,6520,23296,53358
2004,ENW,0,2301,7743,3,10047,6,1047,37906,129,39088,6,3348,45649,132,49135,32146,24,32170,81305
2004,ERI,74,16747,8521,309,25651,0,161,12514,116,12791,74,16908,21035,425,38442,15383,331,15714,54156
2004,EUG,3928,22185,11597,298,38008,453,1509,22509,372,24843,4381,23694,34106,670,62851,28154,425,28579,91430
2004,EVB,0,2,1753,0,1755,0,1,5933,4,5938,0,3,7686,4,7693,11149,0,11149,18842
2004,EVV,615,21755,14398,155,36923,114,1284,13148,316,14862,729,23039,27546,471,51785,21860,310,22170,73955
2004,EWB,0,3246,11320,54,14620,0,7784,26635,248,34667,0,11030,37955,302,49287,42017,484,42501,91788
2004,EWN,0,7221,5788,524,13533,6,573,13036,801,14416,6,7794,18824,1325,27949,15222,512,15734,43683
2004,EWR,272172,154384,10905,75,437536,28,111,2546,90,2775,272200,154495,13451,165,440311,126,0,126,440437
2004,EYW,4434,24970,15538,96,45038,614,3953,20819,247,25633,5048,28923,36357,343,70671,9295,6872,16167,86838
2004,FAI,14164,22383,6042,966,43555,1574,20776,21311,951,44612,15738,43159,27353,1917,88167,33952,76,34028,122195
2004,FAR,5519,12145,12371,1745,31780,542,1350,14225,932,17049,6061,13495,26596,2677,48829,20262,1098,21360,70189
2004,FAT,8733,32783,17461,4428,63405,375,6551,59329,4726,70981,9108,39334,76790,9154,134386,19980,724,20704,155090
2004,FAY,484,8181,8801,2031,19497,151,730,8484,1237,10602,635,8911,17285,3268,30099,12786,4062,16848,46947
2004,FCA,2943,11218,5057,38,19256,286,2476,17957,211,20930,3229,13694,23014,249,40186,22345,406,22751,62937
2004,FCM,0,768,22531,24,23323,282,3223,55592,289,59386,282,3991,78123,313,82709,76782,157,76939,159648
2004,FFZ,33,546,4596,50,5225,86,8852,121615,3793,134346,119,9398,126211,3843,139571,122102,336,122438,262009
2004,FLG,4,4586,2397,63,7050,2,4342,23268,362,27974,6,8928,25665,425,35024,14756,474,15230,50254
2004,FLL,171472,51274,38536,250,261532,2068,17221,34032,379,53700,173540,68495,72568,629,315232,98,6,104,315336
2004,FLO,0,4874,8467,622,13963,0,346,9691,831,10868,0,5220,18158,1453,24831,6207,506,6713,31544
2004,FMN,4,10658,3565,37,14264,0,2655,19412,142,22209,4,13313,22977,179,36473,68537,175,68712,105185
2004,FMY,0,2116,15334,30,17480,0,926,34597,210,35733,0,3042,49931,240,53213,27250,51,27301,80514
2004,FNT,12108,16200,22571,84,50963,804,1127,4474,97,6502,12912,17327,27045,181,57465,66289,161,66450,123915
2004,FOE,80,516,3149,6095,9840,101,305,7718,5900,14024,181,821,10867,11995,23864,5288,15588,20876,44740
2004,FPR,0,652,27786,14,28452,0,402,74391,65,74858,0,1054,102177,79,103310,82345,99,82444,185754
2004,FRG,173,6800,22123,169,29265,7,660,77267,248,78182,180,7460,99390,417,107447,97189,17,97206,204653
2004,FSD,7621,27040,17166,2703,54530,412,1298,13150,989,15849,8033,28338,30316,3692,70379,19528,3018,22546,92925
2004,FSM,151,6744,11177,13777,31849,41,401,9439,5026,14907,192,7145,20616,18803,46756,6183,14369,20552,67308
2004,FTW,253,3109,25217,286,28865,73,3735,43177,265,47250,326,6844,68394,551,76115,51091,466,51557,127672
2004,FTY,0,14065,36990,437,51492,4,2355,30974,342,33675,4,16420,67964,779,85167,41199,74,41273,126440
2004,FUL,0,0,6147,0,6147,0,0,40139,5,40144,0,0,46286,5,46291,30811,34,30845,77136
2004,FWA,7990,28720,16033,1699,54442,1736,2181,7895,561,12373,9726,30901,23928,2260,66815,14918,1383,16301,83116
2004,FXE,0,10336,48927,13,59276,0,3348,101289,37,104674,0,13684,150216,50,163950,48184,112,48296,212246
2004,FYV,36,484,4594,19,5133,2,113,14634,93,14842,38,597,19228,112,19975,24552,602,25154,45129
2004,GCK,5,5105,3256,367,8733,28,554,7987,563,9132,33,5659,11243,930,17865,3493,1359,4852,22717
2004,GCN,21,2578,858,96,3553,14,105871,4085,288,110258,35,108449,4943,384,113811,2371,236,2607,116418
2004,GEG,39523,20633,6785,241,67182,2607,2822,13053,400,18882,42130,23455,19838,641,86064,12357,613,12970,99034
2004,GEU,0,151,1031,8,1190,0,1515,42041,216,43772,0,1666,43072,224,44962,73080,98,73178,118140
2004,GFK,4290,13113,23108,65,40576,546,12867,48912,224,62549,4836,25980,72020,289,103125,163124,17,163141,266266
2004,GGG,21,2384,12052,1752,16209,13,111,16204,478,16806,34,2495,28256,2230,33015,47419,4665,52084,85099
2004,GJT,726,17188,7877,909,26700,177,2815,25742,705,29439,903,20003,33619,1614,56139,25571,2772,28343,84482
2004,GLH,9,1512,2591,1676,5788,21,311,6277,352,6961,30,1823,8868,2028,12749,3429,18494,21923,34672
2004,GMU,0,10686,6768,32,17486,34,5091,28734,364,34223,34,15777,35502,396,51709,24790,141,24931,76640
2004,GNV,2648,5861,12452,1410,22371,238,438,26689,1668,29033,2886,6299,39141,3078,51404,26653,4774,31427,82831
2004,GON,0,1851,7751,627,10229,1,1011,22467,1671,25150,1,2862,30218,2298,35379,29084,1693,30777,66156
2004,GPM,0,4,1191,52,1247,0,11,25981,109,26101,0,15,27172,161,27348,37739,42,37781,65129
2004,GPT,7593,5736,12582,13341,39252,677,868,14799,3149,19493,8270,6604,27381,16490,58745,40805,15127,55932,114677
2004,GRB,6253,18634,15415,103,40405,581,816,15170,123,16690,6834,19450,30585,226,57095,38490,15,38505,95600
2004,GRI,17,4786,3424,102,8329,17,565,5809,800,7191,34,5351,9233,902,15520,3076,630,3706,19226
2004,GRR,18595,35981,26167,890,81633,1254,1804,14583,854,18495,19849,37785,40750,1744,100128,14691,1767,16458,116586
2004,GSN,6541,5621,158,65,12385,224,21582,7497,593,29896,6765,27203,7655,658,42281,1054,104,1158,43439
2004,GSO,20388,53612,27102,401,101503,858,2145,14680,343,18026,21246,55757,41782,744,119529,8490,480,8970,128499
2004,GSP,7154,44604,8068,695,60521,365,1415,3036,401,5217,7519,46019,11104,1096,65738,756,432,1188,66926
2004,GTF,11634,10176,4408,4759,30977,120,579,8773,2188,11660,11754,10755,13181,6947,42637,9087,2944,12031,54668
2004,GTR,26,2530,1823,5844,10223,7,373,6615,3194,10189,33,2903,8438,9038,20412,11570,7606,19176,39588
2004,GUM,18299,6525,513,742,26079,470,330,5057,5173,11030,18769,6855,5570,5915,37109,15630,5333,20963,58072
2004,GYH,0,253,593,214,1060,0,280,2016,191,2487,0,533,2609,405,3547,2447,85,2532,6079
2004,GYR,265,97,1746,25,2133,151,3343,55960,2591,62045,416,3440,57706,2616,64178,40389,904,41293,105471
2004,GYY,1082,704,7862,55,9703,264,552,13239,699,14754,1346,1256,21101,754,24457,21188,1012,22200,46657
2004,HEF,0,3994,18292,72,22358,0,2251,74579,241,77071,0,6245,92871,313,99429,36531,150,36681,136110
2004,HFD,0,2310,5062,15,7387,0,1353,48767,222,50342,0,3663,53829,237,57729,43634,88,43722,101451
2004,HGR,0,2260,5641,668,8569,0,868,23198,2055,26121,0,3128,28839,2723,34690,11508,2076,13584,48274
2004,HHR,0,483,6568,6,7057,1,1059,36621,570,38251,1,1542,43189,576,45308,31890,66,31956,77264
2004,HIO,0,5062,13579,35,18676,0,3225,58865,799,62889,0,8287,72444,834,81565,111250,18,111268,192833
2004,HKS,0,3715,7729,341,11785,0,715,13578,1852,16145,0,4430,21307,2193,27930,30501,1566,32067,59997
2004,HKY,0,484,8856,30,9370,3,238,14995,363,15599,3,722,23851,393,24969,9659,89,9748,34717
2004,HLG,2,802,2135,441,3380,0,367,11663,3160,15190,2,1169,13798,3601,18570,15615,9115,24730,43300
2004,HLN,1901,12001,3143,628,17673,228,2000,14776,2284,19288,2129,14001,17919,2912,36961,15177,2690,17867,54828
2004,HND,0,0,2346,0,2346,0,11050,29961,210,41221,0,11050,32307,210,43567,43269,22,43291,86858
2004,HNL,172192,28794,15396,13557,229939,2711,28883,51043,3268,85905,174903,57677,66439,16825,315844,4155,276,4431,320275
2004,HOB,0,2397,1399,74,3870,0,605,5451,126,6182,0,3002,6850,200,10052,5224,344,5568,15620
2004,HOU,109870,29426,60327,119,199742,1065,16700,25792,166,43723,110935,46126,86119,285,243465,1631,6,1637,245102
2004,HPN,5888,66932,62711,95,135626,21,189,41164,2,41376,5909,67121,103875,97,177002,16774,6,16780,193782
2004,HRL,10803,4077,3710,4603,23193,310,174,7839,480,8803,11113,4251,11549,5083,31996,3308,8468,11776,43772
2004,HSV,6284,30410,14739,5996,57429,560,1280,8594,1794,12228,6844,31690,23333,7790,69657,19212,16148,35360,105017
2004,HTS,1880,8471,6557,337,17245,23,121,7175,235,7554,1903,8592,13732,572,24799,16103,127,16230,41029
2004,HUF,38,1132,13588,2722,17480,58,519,22022,1796,24395,96,1651,35610,4518,41875,42640,2491,45131,87006
2004,HUM,0,1841,3485,143,5469,0,43475,15710,530,59715,0,45316,19195,673,65184,9269,484,9753,74937
2004,HUT,2,308,5555,1721,7586,8,1137,17628,898,19671,10,1445,23183,2619,27257,22371,5082,27453,54710
2004,HVN,0,4100,5449,14,9563,2,399,17303,178,17882,2,4499,22752,192,27445,36129,800,36929,64374
2004,HWD,0,728,7977,1,8706,0,472,58498,112,59082,0,1200,66475,113,67788,67681,71,67752,135540
2004,HWO,0,0,2608,0,2608,0,19,52833,62,52914,0,19,55441,62,55522,84770,68,84838,140360
2004,HXD,0,5395,11079,9,16483,0,451,7618,206,8275,0,5846,18697,215,24758,1623,107,1730,26488
2004,HYA,0,23084,7207,11,30302,0,60134,19161,65,79360,0,83218,26368,76,109662,8794,431,9225,118887
2004,IAD,130936,291652,74406,1585,498579,1092,2275,283,27,3677,132028,293927,74689,1612,502256,230,33,263,502519
2004,IAG,495,934,3926,3278,8633,6,111,9913,656,10686,501,1045,13839,3934,19319,14313,7365,21678,40997
2004,IAH,273655,226362,14153,144,514314,880,1380,4448,76,6784,274535,227742,18601,220,521098,0,0,0,521098
2004,ICT,16093,39659,48714,4855,109321,681,3913,33210,1107,38911,16774,43572,81924,5962,148232,24219,5980,30199,178431
2004,IDA,559,9605,2354,18,12536,126,3335,17845,192,21498,685,12940,20199,210,34034,13315,46,13361,47395
2004,IFP,1076,211,937,14,2238,392,2694,19675,217,22978,1468,2905,20612,231,25216,7394,145,7539,32755
2004,ILG,131,3144,22323,1814,27412,1,504,21694,774,22973,132,3648,44017,2588,50385,58370,6240,64610,114995
2004,ILM,5486,13137,20500,2716,41839,539,1545,18374,1723,22181,6025,14682,38874,4439,64020,14559,3585,18144,82164
2004,IND,78391,95042,27968,1085,202486,2246,2458,4994,363,10061,80637,97500,32962,1448,212547,18,0,18,212565
2004,INT,567,2194,14471,19,17251,184,592,19285,188,20249,751,2786,33756,207,37500,19043,89,19132,56632
2004,IPT,0,6014,3774,63,9851,0,223,9252,127,9602,0,6237,13026,190,19453,8770,28,8798,28251
2004,ISM,11,1493,15818,6,17328,4,395,49003,51,49453,15,1888,64821,57,66781,62337,8,62345,129126
2004,ISO,48,1950,4381,2621,9000,77,353,10187,1643,12260,125,2303,14568,4264,21260,7133,4032,11165,32425
2004,ISP,25037,8537,22516,330,56420,0,96,49078,1292,50466,25037,8633,71594,1622,106886,68229,1083,69312,176198
2004,ITH,2,9218,5293,26,14539,0,101,6832,49,6982,2,9319,12125,75,21521,31256,168,31424,52945
2004,ITO,13673,5275,1049,1835,21832,736,49800,11771,2175,64482,14409,55075,12820,4010,86314,18856,4745,23601,109915
2004,IWA,818,1293,3787,3495,9393,164,5388,67673,2620,75845,982,6681,71460,6115,85238,149492,5756,155248,240486
2004,IXD,6,1180,8921,168,10275,7,318,18194,893,19412,13,1498,27115,1061,29687,23306,602,23908,53595
2004,JAC,2528,9831,6926,57,19342,296,1728,6803,125,8952,2824,11559,13729,182,28294,3489,10,3499,31793
2004,JAN,12640,17405,13142,5989,49176,831,1022,4222,1437,7512,13471,18427,17364,7426,56688,2519,20867,23386,80074
2004,JAX,45464,40107,16659,4574,106804,2142,1480,3940,1451,9013,47606,41587,20599,6025,115817,1456,4443,5899,121716
2004,JEF,0,426,5976,422,6824,0,184,10969,1627,12780,0,610,16945,2049,19604,8619,1943,10562,30166
2004,JFK,287133,37385,4413,223,329154,50,1294,2217,101,3662,287183,38679,6630,324,332816,0,0,0,332816
2004,JLN,9,2410,5028,21,7468,19,242,12845,71,13177,28,2652,17873,92,20645,13194,14,13208,33853
2004,JNU,8902,1494,918,163,11477,543,96546,12883,530,110502,9445,98040,13801,693,121979,8155,378,8533,130512
2004,JQF,0,7036,17569,10,24615,0,1253,22445,199,23897,0,8289,40014,209,48512,13663,18,13681,62193
2004,JRF,39,35,496,518,1088,142,211,10698,1370,12421,181,246,11194,1888,13509,48875,5466,54341,67850
2004,JVL,206,3513,4128,20,7867,90,1232,29242,259,30823,296,4745,33370,279,38690,29285,776,30061,68751
2004,JXN,0,254,8819,13,9086,1,304,24106,166,24577,1,558,32925,179,33663,19713,16,19729,53392
2004,KOA,21357,5103,2957,1906,31323,790,15800,17165,1164,34919,22147,20903,20122,3070,66242,60105,11571,71676,137918
2004,KWA,1084,3571,50,666,5371,150,1038,56,2075,3319,1234,4609,106,2741,8690,178,775,953,9643
2004,LAF,27,530,11603,22,12182,19,267,36595,64,36945,46,797,48198,86,49127,70940,14,70954,120081
2004,LAL,0,603,14190,662,15455,6,328,67099,696,68129,6,931,81289,1358,83584,41896,1925,43821,127405
2004,LAN,13952,17277,15377,1147,47753,105,246,16358,392,17101,14057,17523,31735,1539,64854,28461,2081,30542,95396
2004,LAS,337547,31889,50074,1729,421239,29413,104365,18837,501,153116,366960,136254,68911,2230,574355,0,0,0,574355
2004,LAW,32,2712,3807,36734,43285,39,542,5335,4978,10894,71,3254,9142,41712,54179,2971,1064,4035,58214
2004,LAX,456043,176099,10692,575,643409,2500,3224,3305,2349,11378,458543,179323,13997,2924,654787,0,0,0,654787
2004,LBB,11999,17956,14271,10029,54255,330,1362,7127,1514,10333,12329,19318,21398,11543,64588,12279,6658,18937,83525
2004,LBE,386,2269,8234,260,11149,17,25,17559,729,18330,403,2294,25793,989,29479,15710,1156,16866,46345
2004,LCH,12,4420,4740,4893,14065,19,3669,6232,623,10543,31,8089,10972,5516,24608,11447,5575,17022,41630
2004,LEB,0,3718,3974,15,7707,0,2702,18148,344,21194,0,6420,22122,359,28901,32312,376,32688,61589
2004,LEX,7062,29985,23192,491,60730,399,1751,19821,465,22436,7461,31736,43013,956,83166,7698,376,8074,91240
2004,LFT,447,14035,13227,503,28212,65,14796,17561,185,32607,512,28831,30788,688,60819,11581,595,12176,72995
2004,LGA,211278,182564,9587,508,403937,0,56,1592,13,1661,211278,182620,11179,521,405598,0,0,0,405598
2004,LGB,27008,4477,37172,321,68978,1086,2906,99761,475,104228,28094,7383,136933,796,173206,165961,9,165970,339176
2004,LIH,24097,2355,982,1625,29059,860,48164,4013,1177,54214,24957,50519,4995,2802,83273,18999,2214,21213,104486
2004,LIT,24738,34908,44489,8625,112760,786,986,26496,1926,30194,25524,35894,70985,10551,142954,10300,31744,42044,184998
2004,LMT,0,4984,3040,4018,12042,0,802,3399,1614,5815,0,5786,6439,5632,17857,19128,7059,26187,44044
2004,LNK,599,17083,17591,12556,47829,140,2200,15374,4993,22707,739,19283,32965,17549,70536,10538,6227,16765,87301
2004,LNS,0,2509,15719,686,18914,0,578,48344,639,49561,0,3087,64063,1325,68475,57300,2539,59839,128314
2004,LOU,0,1612,12679,145,14436,8,916,39193,638,40755,8,2528,51872,783,55191,58056,361,58417,113608
2004,LRD,3774,11215,14337,4984,34310,178,453,13074,1621,15326,3952,11668,27411,6605,49636,12292,11541,23833,73469
2004,LSE,1341,7469,5175,186,14171,137,780,12078,451,13446,1478,8249,17253,637,27617,15334,676,16010,43627
2004,LUK,8,15216,33054,141,48419,88,2957,26188,407,29640,96,18173,59242,548,78059,30673,172,30845,108904
2004,LVK,0,1374,11811,70,13255,0,376,69569,489,70434,0,1750,81380,559,83689,117990,206,118196,201885
2004,LWB,815,3190,5610,115,9730,22,38,7325,402,7787,837,3228,12935,517,17517,11813,3395,15208,32725
2004,LWM,0,82,5188,0,5270,0,94,22191,5,22290,0,176,27379,5,27560,46547,15,46562,74122
2004,LWS,80,7680,1648,14,9422,41,2303,16491,103,18938,121,9983,18139,117,28360,10007,46,10053,38413
2004,LYH,14,8931,8963,278,18186,0,91,16913,510,17514,14,9022,25876,788,35700,23762,298,24060,59760
2004,LZU,0,1596,16887,2,18485,0,1046,54451,15,55512,0,2642,71338,17,73997,34160,2,34162,108159
2004,MAF,9257,11256,14827,14886,50226,346,1008,10310,1669,13333,9603,12264,25137,16555,63559,4149,18401,22550,86109
2004,MBS,10672,4409,11229,57,26367,784,811,8953,157,10705,11456,5220,20182,214,37072,13732,121,13853,50925
2004,MCI,124816,31063,5937,434,162250,3720,1055,2538,276,7589,128536,32118,8475,710,169839,0,0,0,169839
2004,MCN,51,217,2587,154,3009,682,2176,17672,3203,23733,733,2393,20259,3357,26742,7835,454,8289,35031
2004,MCO,229380,66425,18591,288,314684,4490,1438,5610,188,11726,233870,67863,24201,476,326410,60,0,60,326470
2004,MDH,3,982,1703,5,2693,6,503,33064,93,33666,9,1485,34767,98,36359,71850,26,71876,108235
2004,MDT,11855,36674,9080,2581,60190,0,120,2816,109,3045,11855,36794,11896,2690,63235,2346,5830,8176,71411
2004,MDW,162999,85910,41732,229,290870,20086,11346,16867,261,48560,183085,97256,58599,490,339430,240,0,240,339670
2004,MEI,9,1759,5538,15590,22896,21,305,5636,2550,8512,30,2068,11174,18140,31412,5520,18531,24051,55488
2004,MEM,198548,126621,30755,1048,356972,13711,4184,5674,472,24041,212259,130805,36429,1520,381013,6,17,23,381036
2004,MFD,4,2994,10741,1418,15157,16,1182,10848,943,12989,20,4176,21589,2361,28146,5277,1586,6863,35009
2004,MFE,5697,3719,12821,5521,27758,265,230,20743,538,21776,5962,3949,33564,6059,49534,13186,248,13434,62968
2004,MFR,1602,20666,5227,75,27570,151,1426,16823,254,18654,1753,22092,22050,329,46224,12968,70,13038,59262
2004,MGM,3103,7951,17136,10208,38398,241,618,9278,3268,13405,3344,8569,26414,13476,51803,5965,14260,20225,72028
2004,MGW,2,4011,4683,617,9313,0,5953,13637,2232,21822,2,9964,18320,2849,31135,6002,976,6978,38113
2004,MHK,85,2481,4754,364,7684,33,248,10373,876,11530,118,2729,15127,1240,19214,11152,284,11436,30650
2004,MHR,4240,6549,9123,1906,21818,452,5268,28210,2604,36534,4692,11817,37333,4510,58352,16858,5375,22233,80585
2004,MHT,36439,29956,4078,250,70723,4724,4241,15165,375,24505,41163,34197,19243,625,95228,8460,107,8567,103795
2004,MIA,306807,57577,19504,1493,385381,1061,1111,5908,1701,9781,307868,58688,25412,3194,395162,437,202,639,395801
2004,MIC,0,6,4763,8,4777,0,29,31987,58,32074,0,35,36750,66,36851,37925,103,38028,74879
2004,MIE,2,303,5912,18,6235,4,182,16648,143,16977,6,485,22560,161,23212,8910,222,9132,32344
2004,MKC,2,12534,22493,191,35220,100,7558,34050,751,42459,102,20092,56543,942,77679,29931,104,30035,107714
2004,MKE,67385,116710,17159,2868,204122,8,844,6386,82,7320,67393,117554,23545,2950,211442,1187,26,1213,212655
2004,MKG,114,5490,11535,356,17495,119,878,17607,551,19155,233,6368,29142,907,36650,21278,1911,23189,59839
2004,MKK,342,7799,736,236,9113,82,16522,7568,483,24655,424,24321,8304,719,33768,2398,583,2981,36749
2004,MKL,0,1976,4595,587,7158,0,616,8708,1853,11177,0,2592,13303,2440,18335,13123,4936,18059,36394
2004,MLB,2756,1881,34640,204,39481,281,369,50070,200,50920,3037,2250,84710,404,90401,71108,42,71150,161551
2004,MLI,4145,21632,9897,358,36032,239,993,10546,360,12138,4384,22625,20443,718,48170,17094,284,17378,65548
2004,MLU,49,10569,11009,5381,27008,0,159,10323,1166,11648,49,10728,21332,6547,38656,11439,8626,20065,58721
2004,MMU,0,10226,26794,127,37147,0,373,106352,89,106814,0,10599,133146,216,143961,71141,4,71145,215106
2004,MOB,5452,9473,10289,17969,43183,673,1300,6624,8927,17524,6125,10773,16913,26896,60707,9829,33957,43786,104493
2004,MOD,0,3369,8409,102,11880,0,7313,30090,259,37662,0,10682,38499,361,49542,27468,88,27556,77098
2004,MOT,1380,4284,2293,129,8086,203,1885,7922,301,10311,1583,6169,10215,430,18397,15646,4422,20068,38465
2004,MQY,21,1860,13646,1369,16896,36,602,24606,1873,27117,57,2462,38252,3242,44013,34928,1239,36167,80180
2004,MRI,0,662,1027,0,1689,0,14215,76703,12,90930,0,14877,77730,12,92619,98895,2,98897,191516
2004,MRY,432,19047,23001,490,42970,97,1487,27727,457,29768,529,20534,50728,947,72738,5356,116,5472,78210
