year,id,ifr_itin_ac,ifr_itin_at,ifr_itin_ga,ifr_itin_mil,ifr_itin,vfr_itin_ac,vfr_itin_at,vfr_itin_ga,vfr_itin_mil,vfr_itin,itin_ac,itin_at,itin_ga,itin_mil,itin,local_civil,local_mil,local,total_ops
2018,BJC,31,5625,15368,187,21211,398,362,51613,949,53322,429,5987,66981,1136,74533,93125,2682,95807,170340
2018,BKL,25,5324,5821,201,11371,0,5771,7874,193,13838,25,11095,13695,394,25209,9240,48,9288,34497
2018,BKV,2,584,3248,414,4248,3,1188,21832,1944,24967,5,1772,25080,2358,29215,29804,9539,39343,68558
2018,BLI,6504,2721,6274,121,15620,41,12023,27651,309,40024,6545,14744,33925,430,55644,18044,412,18456,74100
2018,BMG,81,860,4597,89,5627,0,16,13854,163,14033,81,876,18451,252,19660,9412,78,9490,29150
2018,BMI,3831,2525,4374,219,10949,0,0,5819,80,5899,3831,2525,10193,299,16848,4027,236,4263,21111
2018,BNA,147742,30869,26283,1216,206110,1,215,10591,1629,12436,147743,31084,36874,2845,218546,0,0,0,218546
2018,BOI,49755,7403,18326,3803,79287,112,2777,26739,4801,34429,49867,10180,45065,8604,113716,21971,1772,23743,137459
2018,BOS,343539,54632,11580,169,409920,1,15145,4114,154,19414,343540,69777,15694,323,429334,0,0,0,429334
2018,BPT,20,2027,5204,379,7630,1,107,4938,603,5649,21,2134,10142,982,13279,4198,144,4342,17621
2018,BQN,4361,2739,1036,166,8302,10,48,10741,4595,15394,4371,2787,11777,4761,23696,8155,6625,14780,38476
2018,BRO,4070,5878,3650,2113,15711,1,1259,4002,368,5630,4071,7137,7652,2481,21341,2930,6044,8974,30315
2018,BTL,24,1215,3801,70,5110,1,30,28914,438,29383,25,1245,32715,508,34493,47419,1136,48555,83048
2018,BTR,11838,7215,18479,696,38228,4,269,11648,268,12189,11842,7484,30127,964,50417,5162,168,5330,55747
2018,BTV,13984,14327,8115,1384,37810,3,297,15361,1331,16992,13987,14624,23476,2715,54802,14602,832,15434,70236
2018,BUF,54151,15899,6821,295,77166,1,1192,4524,177,5894,54152,17091,11345,472,83060,2560,0,2560,85620
2018,BUR,53672,21861,14272,252,90057,6,648,17223,466,18343,53678,22509,31495,718,108400,23623,0,23623,132023
2018,BVY,3,1650,3769,22,5444,0,127,22111,85,22323,3,1777,25880,107,27767,29008,28,29036,56803
2018,BWI,221773,31293,9769,495,263330,2,215,2558,464,3239,221775,31508,12327,959,266569,0,0,0,266569
2018,BZN,13406,9386,9673,129,32594,4,852,24185,125,25166,13410,10238,33858,254,57760,33528,214,33742,91502
2018,CAE,14542,16977,10321,1986,43826,0,158,5215,361,5734,14542,17135,15536,2347,49560,2214,1088,3302,52862
2018,CAK,6720,18925,14923,873,41441,0,700,6943,1027,8670,6720,19625,21866,1900,50111,13863,604,14467,64578
2018,CCR,6,3510,8368,38,11922,1,1605,38564,82,40252,7,5115,46932,120,52174,57459,16,57475,109649
2018,CDW,7,401,4310,3,4721,0,1820,35220,744,37784,7,2221,39530,747,42505,29802,121,29923,72428
2018,CGF,0,3517,5013,2,8532,0,480,6218,14,6712,0,3997,11231,16,15244,5918,18,5936,21180
2018,CHA,7328,14478,17322,5612,44740,1,245,8326,823,9395,7329,14723,25648,6435,54135,5129,2148,7277,61412
2018,CHD,0,763,5681,15,6459,0,2385,67426,91,69902,0,3148,73107,106,76361,151972,256,152228,228589
2018,CHO,8330,20559,15666,1547,46102,0,2105,17873,756,20734,8330,22664,33539,2303,66836,22356,5656,28012,94848
2018,CHS,47129,15093,20400,12205,94827,12,1122,8420,1400,10954,47141,16215,28820,13605,105781,2248,6893,9141,114922
2018,CIC,3,1362,1531,221,3117,1,7798,16805,236,24840,4,9160,18336,457,27957,7461,478,7939,35896
2018,CID,14204,10192,6698,185,31279,0,47,7184,59,7290,14204,10239,13882,244,38569,9954,78,10032,48601
2018,CKB,774,1701,3072,1927,7474,16,138,3457,253,3864,790,1839,6529,2180,11338,6935,2246,9181,20519
2018,CLE,81720,35971,7739,147,125577,3,251,563,84,901,81723,36222,8302,231,126478,0,0,0,126478
2018,CLL,127,5232,9449,9777,24585,4,859,12334,1630,14827,131,6091,21783,11407,39412,10044,5436,15480,54892
2018,CLT,448537,75862,19579,592,544570,0,1127,4195,121,5443,448537,76989,23774,713,550013,0,0,0,550013
2018,CMA,0,3324,14422,255,18001,0,342,53187,341,53870,0,3666,67609,596,71871,68939,385,69324,141195
2018,CMH,83816,28548,17300,360,130024,0,856,3630,272,4758,83816,29404,20930,632,134782,0,0,0,134782
2018,CMI,168,8545,4861,157,13731,0,3942,6027,119,10088,168,12487,10888,276,23819,21858,16,21874,45693
2018,CNO,43,401,16584,117,17145,0,116,59460,299,59875,43,517,76044,416,77020,126584,707,127291,204311
2018,CNW,0,15,2460,3420,5895,0,21,13646,1079,14746,0,36,16106,4499,20641,57052,12609,69661,90302
2018,COS,14263,13875,11946,6430,46514,7,657,20971,7288,28923,14270,14532,32917,13718,75437,35321,25073,60394,135831
2018,COU,1947,2934,5156,269,10306,6,1573,6436,310,8325,1953,4507,11592,579,18631,4325,380,4705,23336
2018,CPR,1443,9313,5192,235,16183,3,478,9791,178,10450,1446,9791,14983,413,26633,6072,189,6261,32894
2018,CPS,130,2065,8650,435,11280,14,8483,17895,350,26742,144,10548,26545,785,38022,57346,121,57467,95489
2018,CRE,0,499,4883,354,5736,3,4048,8876,419,13346,3,4547,13759,773,19082,12132,139,12271,31353
2018,CRG,41,1946,23425,99,25511,0,157,40634,9766,50557,41,2103,64059,9865,76068,76142,228,76370,152438
2018,CRP,6950,7932,9275,30981,55138,0,1147,6372,5426,12945,6950,9079,15647,36407,68083,2956,29677,32633,100716
2018,CRQ,273,6220,35945,349,42787,0,88,46197,49,46334,273,6308,82142,398,89121,66887,105,66992,156113
2018,CRW,1448,13273,5150,2153,22024,0,484,5160,1257,6901,1448,13757,10310,3410,28925,1573,964,2537,31462
2018,CSG,198,2671,5269,181,8319,4,208,8643,204,9059,202,2879,13912,385,17378,15598,278,15876,33254
2018,CVG,131051,24895,4278,78,160302,2,94,1143,165,1404,131053,24989,5421,243,161706,38,0,38,161744
2018,CWA,160,7888,1255,29,9332,0,34,2360,34,2428,160,7922,3615,63,11760,826,38,864,12624
2018,CWF,101,302,1636,4789,6828,1,425,2762,1283,4471,102,727,4398,6072,11299,1050,3606,4656,15955
2018,CXO,6,2055,13799,850,16710,0,393,27318,1691,29402,6,2448,41117,2541,46112,27119,1388,28507,74619
2018,CXY,0,462,4525,121,5108,0,95,9027,557,9679,0,557,13552,678,14787,7056,692,7748,22535
2018,CYS,259,1083,4698,1937,7977,2,54,1263,1454,2773,261,1137,5961,3391,10750,15000,14091,29091,39841
2018,DAB,7176,30226,18758,1053,57213,0,104222,25681,406,130309,7176,134448,44439,1459,187522,125607,145,125752,313274
2018,DAL,141314,30402,50815,686,223217,3,1537,6077,276,7893,141317,31939,56892,962,231110,0,0,0,231110
2018,DAY,16967,21566,8092,214,46839,0,205,2878,132,3215,16967,21771,10970,346,50054,1275,73,1348,51402
2018,DBQ,30,1855,5926,53,7864,0,25,18115,86,18226,30,1880,24041,139,26090,29913,29,29942,56032
2018,DCA,234588,56490,2903,472,294453,2,115,211,2267,2595,234590,56605,3114,2739,297048,0,0,0,297048
2018,DEC,7,4283,2187,545,7022,1,168,8066,3032,11267,8,4451,10253,3577,18289,15229,6936,22165,40454
2018,DEN,462274,136659,3420,83,602436,2,368,559,38,967,462276,137027,3979,121,603403,0,0,0,603403
2018,DET,4,1968,5331,53,7356,0,146,10718,103,10967,4,2114,16049,156,18323,15736,124,15860,34183
2018,DFW,578684,81383,5458,102,665627,8,472,1024,82,1586,578692,81855,6482,184,667213,0,0,0,667213
2018,DHN,2273,555,8263,13487,24578,14,77,7385,5393,12869,2287,632,15648,18880,37447,8287,26758,35045,72492
2018,DLH,1634,6736,10838,3033,22241,0,1031,12918,273,14222,1634,7767,23756,3306,36463,25055,2172,27227,63690
2018,DPA,29,4989,15258,102,20378,0,26,31732,147,31905,29,5015,46990,249,52283,53954,12,53966,106249
2018,DSM,31176,7908,15775,907,55766,34,1341,8632,278,10285,31210,9249,24407,1185,66051,4799,534,5333,71384
2018,DTN,0,92,5952,15,6059,0,181,14848,109,15138,0,273,20800,124,21197,19431,6,19437,40634
2018,DTO,35,1380,8373,25,9813,0,60,53162,25,53247,35,1440,61535,50,63060,84703,14,84717,147777
2018,DTS,3,3634,17497,732,21866,6,356,27822,1211,29395,9,3990,45319,1943,51261,8975,2640,11615,62876
2018,DTW,315990,71394,5598,58,393040,5,18,590,28,641,315995,71412,6188,86,393681,0,0,0,393681
2018,DVT,12,1647,9749,43,11451,1,2953,130951,74,133979,13,4600,140700,117,145430,269689,47,269736,415166
2018,DWH,4,2790,14347,589,17730,0,1071,41292,317,42680,4,3861,55639,906,60410,67214,114,67328,127738
2018,DXR,2,750,2188,9,2949,0,1560,22438,61,24059,2,2310,24626,70,27008,19131,62,19193,46201
2018,EAU,53,1487,5892,167,7599,0,985,7738,262,8985,53,2472,13630,429,16584,5198,54,5252,21836
2018,ECP,9979,5149,15072,3897,34097,4,623,10476,1120,12223,9983,5772,25548,5017,46320,9853,7295,17148,63468
2018,EGE,4381,8146,11058,165,23750,1,26,6907,3103,10037,4382,8172,17965,3268,33787,6410,1580,7990,41777
2018,ELM,3979,3983,5265,47,13274,0,98,2227,64,2389,3979,4081,7492,111,15663,4411,38,4449,20112
2018,ELP,39812,10117,7737,2554,60220,4,3129,13608,2033,18774,39816,13246,21345,4587,78994,6393,630,7023,86017
2018,EMT,1,50,3391,9,3451,0,53,31876,54,31983,1,103,35267,63,35434,50540,10,50550,85984
2018,ENA,53,9827,491,282,10653,471,15114,5771,322,21678,524,24941,6262,604,32331,9987,2065,12052,44383
2018,ENW,0,3602,3345,8,6955,0,202,22224,17,22443,0,3804,25569,25,29398,29514,216,29730,59128
2018,ERI,3,6112,3546,129,9790,0,42,5158,122,5322,3,6154,8704,251,15112,9294,122,9416,24528
2018,ESN,0,1442,4495,112,6049,0,1515,16342,3086,20943,0,2957,20837,3198,26992,33342,11076,44418,71410
2018,EUG,13400,4779,7261,3341,28781,33,566,15135,408,16142,13433,5345,22396,3749,44923,15466,3770,19236,64159
2018,EVB,0,1614,8873,35,10522,0,166,43114,6,43286,0,1780,51987,41,53808,115187,0,115187,168995
2018,EVV,2463,9200,6617,883,19163,0,773,5137,125,6035,2463,9973,11754,1008,25198,5802,480,6282,31480
2018,EWB,2,2164,3606,86,5858,0,3440,15406,130,18976,2,5604,19012,216,24834,25397,429,25826,50660
2018,EWN,1950,5064,3243,458,10715,1,1005,10677,145,11828,1951,6069,13920,603,22543,13078,467,13545,36088
2018,EWR,349887,88973,4624,72,443556,6,1574,6746,139,8465,349893,90547,11370,211,452021,0,0,0,452021
2018,EYW,16403,3750,10088,216,30457,0,822,18337,229,19388,16403,4572,28425,445,49845,4862,22,4884,54729
2018,FAI,10904,12345,5334,1230,29813,74,15613,31817,943,48447,10978,27958,37151,2173,78260,32837,974,33811,112071
2018,FAR,8186,21942,13486,606,44220,0,2081,8988,1030,12099,8186,24023,22474,1636,56319,21138,2749,23887,80206
2018,FAT,18929,10444,9477,2485,41335,1,2510,28115,2806,33432,18930,12954,37592,5291,74767,9482,1391,10873,85640
2018,FAY,4077,5864,5705,1875,17521,3,279,7225,326,7833,4080,6143,12930,2201,25354,7527,1653,9180,34534
2018,FCM,7,2903,20349,20,23279,0,237,28960,473,29670,7,3140,49309,493,52949,35737,76,35813,88762
2018,FDK,0,952,4111,101,5164,0,1388,29609,449,31446,0,2340,33720,550,36610,42638,380,43018,79628
2018,FFZ,3,3979,3751,26,7759,0,59151,49812,1966,110929,3,63130,53563,1992,118688,166148,130,166278,284966
2018,FIN,0,194,4245,32,4471,0,178,39289,477,39944,0,372,43534,509,44415,128617,2102,130719,175134
2018,FLG,1987,2487,2190,213,6877,92,9573,18487,522,28674,2079,12060,20677,735,35551,8786,269,9055,44606
2018,FLL,261246,32562,23950,494,318252,35,2827,11891,460,15213,261281,35389,35841,954,333465,0,0,0,333465
2018,FLO,12,2502,4551,568,7633,112,246,4621,276,5255,124,2748,9172,844,12888,1390,309,1699,14587
2018,FMN,0,3173,1195,232,4600,0,3607,10557,561,14725,0,6780,11752,793,19325,16513,1282,17795,37120
2018,FMY,0,2988,14685,42,17715,1,399,38060,30,38490,1,3387,52745,72,56205,41116,68,41184,97389
2018,FNT,5784,6710,7350,94,19938,1,347,6799,32,7179,5785,7057,14149,126,27117,4687,10,4697,31814
2018,FOE,122,208,2002,1621,3953,8,209,1730,988,2935,130,417,3732,2609,6888,422,2192,2614,9502
2018,FOK,0,5410,8155,481,14046,0,210,19166,1187,20563,0,5620,27321,1668,34609,12564,4989,17553,52162
2018,FPR,1,5979,20949,73,27002,1,3249,52862,120,56232,2,9228,73811,193,83234,92502,8,92510,175744
2018,FRG,78,7989,13895,84,22046,0,3782,75788,202,79772,78,11771,89683,286,101818,96544,45,96589,198407
2018,FSD,11180,26699,14685,1951,54515,1,1148,6760,165,8074,11181,27847,21445,2116,62589,6330,1068,7398,69987
2018,FSM,1465,2888,5960,4175,14488,18,376,6873,799,8066,1483,3264,12833,4974,22554,8547,2961,11508,34062
2018,FTG,16,22,6345,17,6400,0,159,26386,606,27151,16,181,32731,623,33551,44424,2115,46539,80090
2018,FTW,183,9522,26512,1231,37448,3,1324,42201,750,44278,186,10846,68713,1981,81726,78704,311,79015,160741
2018,FTY,0,5052,20544,11,25607,0,19,10213,8,10240,0,5071,30757,19,35847,22823,10,22833,58680
2018,FUL,0,13,6642,11,6666,0,120,36254,55,36429,0,133,42896,66,43095,25707,4,25711,68806
2018,FWA,6755,11969,6868,763,26355,0,91,5428,745,6264,6755,12060,12296,1508,32619,5475,424,5899,38518
2018,FWS,0,419,3967,4,4390,0,285,22850,105,23240,0,704,26817,109,27630,37800,70,37870,65500
2018,FXE,22,14063,37225,78,51388,4,2537,73148,209,75898,26,16600,110373,287,127286,51077,6,51083,178369
2018,FYV,44,1419,5135,408,7006,0,41,7454,199,7694,44,1460,12589,607,14700,6240,722,6962,21662
2018,GCK,20,2590,3894,451,6955,0,639,5906,437,6982,20,3229,9800,888,13937,1956,829,2785,16722
2018,GCN,3,1059,596,170,1828,124,91886,2707,188,94905,127,92945,3303,358,96733,868,170,1038,97771
2018,GEG,46112,7286,4405,989,58792,22,137,3501,286,3946,46134,7423,7906,1275,62738,4489,1029,5518,68256
2018,GEU,0,96,1089,3,1188,0,138,25712,9,25859,0,234,26801,12,27047,60441,169,60610,87657
2018,GFK,883,32390,5863,172,39308,0,76285,6315,78,82678,883,108675,12178,250,121986,246399,0,246399,368385
2018,GGG,35,2794,9523,2864,15216,7,5316,6405,289,12017,42,8110,15928,3153,27233,22487,1208,23695,50928
2018,GJT,4920,8790,4729,1231,19670,1,519,16597,455,17572,4921,9309,21326,1686,37242,10784,722,11506,48748
2018,GKY,25,793,7440,15,8273,0,46,27263,81,27390,25,839,34703,96,35663,35539,32,35571,71234
2018,GLH,9,1237,1068,701,3015,0,48,6423,292,6763,9,1285,7491,993,9778,1155,7083,8238,18016
2018,GLS,0,1725,3846,462,6033,0,3938,11430,443,15811,0,5663,15276,905,21844,7086,608,7694,29538
2018,GMU,1,7291,5081,52,12425,0,2590,21848,568,25006,1,9881,26929,620,37431,17194,160,17354,54785
2018,GNV,2791,7375,13811,2886,26863,0,431,22994,1104,24529,2791,7806,36805,3990,51392,12030,1652,13682,65074
2018,GON,0,1273,6477,454,8204,0,675,21041,1451,23167,0,1948,27518,1905,31371,17523,1074,18597,49968
2018,GPI,5616,5117,4785,321,15839,0,191,7534,511,8236,5616,5308,12319,832,24075,4467,989,5456,29531
2018,GPM,1,48,1641,12,1702,1,167,37536,446,38150,2,215,39177,458,39852,59554,1990,61544,101396
2018,GPT,7644,3556,4738,17969,33907,8,302,4210,2747,7267,7652,3858,8948,20716,41174,3106,4591,7697,48871
2018,GRB,6340,8396,10898,782,26416,4,74,9564,150,9792,6344,8470,20462,932,36208,10952,592,11544,47752
2018,GRI,776,2576,2525,200,6077,2,56,3186,976,4220,778,2632,5711,1176,10297,2315,504,2819,13116
2018,GRR,30971,15137,16493,615,63216,4,684,7836,129,8653,30975,15821,24329,744,71869,11523,631,12154,84023
2018,GSN,5901,2232,1982,143,10258,105,24184,79982,496,104767,6006,26416,81964,639,115025,264,54,318,115343
2018,GSO,21887,27006,14145,1168,64206,25,348,10451,285,11109,21912,27354,24596,1453,75315,5816,383,6199,81514
2018,GSP,24087,12627,7119,1951,45784,5,385,2195,613,3198,24092,13012,9314,2564,48982,400,545,945,49927
2018,GTF,3943,10790,3782,1720,20235,1,439,4050,1593,6083,3944,11229,7832,3313,26318,5982,2299,8281,34599
2018,GTR,89,2378,1858,10838,15163,1,721,7267,3890,11879,90,3099,9125,14728,27042,8428,19628,28056,55098
2018,GTU,0,477,9109,83,9669,0,101,39129,27,39257,0,578,48238,110,48926,55330,162,55492,104418
2018,GUM,23273,1659,3019,226,28177,0,32,23821,143,23996,23273,1691,26840,369,52173,20042,107,20149,72322
2018,GYH,0,3632,1080,935,5647,0,4580,8672,2501,15753,0,8212,9752,3436,21400,12064,2796,14860,36260
2018,GYI,22,0,678,0,700,0,0,5303,0,5303,22,0,5981,0,6003,5756,0,5756,11759
2018,GYR,160,486,1474,24,2144,13,4757,32431,2977,40178,173,5243,33905,3001,42322,39775,1126,40901,83223
2018,GYY,387,1429,6841,177,8834,14,95,5182,1208,6499,401,1524,12023,1385,15333,4247,1602,5849,21182
2018,HEF,6,4478,14493,347,19324,0,6273,20587,208,27068,6,10751,35080,555,46392,33373,165,33538,79930
2018,HFD,0,438,3158,18,3614,3,61,20705,45,20814,3,499,23863,63,24428,17167,178,17345,41773
2018,HGR,269,2951,4002,1410,8632,0,1343,15481,4651,21475,269,4294,19483,6061,30107,12708,1642,14350,44457
2018,HHR,11,5233,5507,25,10776,1,1853,29487,63,31404,12,7086,34994,88,42180,34744,9,34753,76933
2018,HIO,7,4608,16887,100,21602,2,157,65739,71,65969,9,4765,82626,171,87571,111315,68,111383,198954
2018,HKS,0,1058,4416,387,5861,0,935,4053,1197,6185,0,1993,8469,1584,12046,8680,2934,11614,23660
2018,HKY,216,2424,2592,126,5358,0,1246,9737,607,11590,216,3670,12329,733,16948,7476,180,7656,24604
2018,HLG,0,874,428,255,1557,0,1477,5125,1661,8263,0,2351,5553,1916,9820,1477,6068,7545,17365
2018,HLN,2110,3629,1930,386,8055,43,1174,13380,2744,17341,2153,4803,15310,3130,25396,21471,2162,23633,49029
2018,HND,15,2866,11447,42,14370,0,22685,26491,199,49375,15,25551,37938,241,63745,10666,10,10676,74421
2018,HNL,160555,39918,6894,12429,219796,0,58309,35298,2647,96254,160555,98227,42192,15076,316050,68,2,70,316120
2018,HOB,0,1449,1135,60,2644,0,584,3557,49,4190,0,2033,4692,109,6834,1241,9,1250,8084
2018,HOU,121782,27121,40988,236,190127,1,1102,12940,622,14665,121783,28223,53928,858,204792,0,0,0,204792
2018,HPN,17019,45434,37824,62,100339,0,8590,31826,73,40489,17019,54024,69650,135,140828,15450,0,15450,156278
2018,HQZ,6,281,2466,4,2757,2,1105,18228,27,19362,8,1386,20694,31,22119,29940,22,29962,52081
2018,HRL,7809,1504,2974,2379,14666,6,102,5957,744,6809,7815,1606,8931,3123,21475,6651,13165,19816,41291
2018,HSA,2,151,1381,7098,8632,0,12,6054,4204,10270,2,163,7435,11302,18902,4604,11146,15750,34652
2018,HSV,13019,10466,7016,9867,40368,6,62,6851,1731,8650,13025,10528,13867,11598,49018,3532,14342,17874,66892
2018,HTS,1901,3450,2396,165,7912,27,171,2215,214,2627,1928,3621,4611,379,10539,634,116,750,11289
2018,HUF,34,346,6281,311,6972,2,644,18816,220,19682,36,990,25097,531,26654,31661,154,31815,58469
2018,HUM,0,8217,4004,71,12292,0,37430,10523,77,48030,0,45647,14527,148,60322,5140,60,5200,65522
2018,HUT,0,403,2999,1074,4476,0,1395,7576,329,9300,0,1798,10575,1403,13776,13470,1745,15215,28991
2018,HVN,4,3971,3435,57,7467,0,2063,6184,239,8486,4,6034,9619,296,15953,8601,240,8841,24794
2018,HWD,4,954,8633,36,9627,0,271,34732,251,35254,4,1225,43365,287,44881,71484,41,71525,116406
2018,HWO,0,5,5124,1,5130,0,14,77037,5,77056,0,19,82161,6,82186,201023,8,201031,283217
2018,HXD,1000,4123,8623,119,13865,0,101,11102,84,11287,1000,4224,19725,203,25152,1645,312,1957,27109
2018,HYA,277,10721,4938,35,15971,137,24364,17243,48,41792,414,35085,22181,83,57763,8517,200,8717,66480
2018,HYI,2,647,12880,521,14050,0,230,21321,419,21970,2,877,34201,940,36020,20894,1664,22558,58578
2018,IAD,183292,86507,34420,269,304488,5,89,910,51,1055,183297,86596,35330,320,305543,0,0,0,305543
2018,IAG,1205,612,3627,1524,6968,0,65,5984,434,6483,1205,677,9611,1958,13451,4291,828,5119,18570
2018,IAH,360920,94142,9559,75,464696,525,380,1068,71,2044,361445,94522,10627,146,466740,0,0,0,466740
2018,ICT,16262,20127,25815,13611,75815,3,1437,11910,1542,14892,16265,21564,37725,15153,90707,7644,6828,14472,105179
2018,IDA,1520,5035,2904,119,9578,1,467,9369,114,9951,1521,5502,12273,233,19529,5855,100,5955,25484
2018,IFP,1609,93,487,55,2244,9,1563,5536,407,7515,1618,1656,6023,462,9759,1326,192,1518,11277
2018,ILG,21,3630,10724,979,15354,0,225,11347,1802,13374,21,3855,22071,2781,28728,11175,1673,12848,41576
2018,ILM,7545,12089,15202,5357,40193,5,460,10703,2146,13314,7550,12549,25905,7503,53507,8097,2161,10258,63765
2018,IND,127316,23281,12609,768,163974,1,1545,2502,228,4276,127317,24826,15111,996,168250,0,0,0,168250
2018,INT,77,6373,5584,232,12266,4,1828,16442,561,18835,81,8201,22026,793,31101,13496,132,13628,44729
2018,IPT,3,2167,2209,59,4438,0,822,6687,114,7623,3,2989,8896,173,12061,3053,84,3137,15198
2018,ISM,0,2866,22105,84,25055,117,1026,33827,10,34980,117,3892,55932,94,60035,50219,8,50227,110262
2018,ISO,39,347,2473,2078,4937,1,1045,3238,869,5153,40,1392,5711,2947,10090,4161,5798,9959,20049
2018,ISP,11445,4264,12015,295,28019,0,2852,35199,1367,39418,11445,7116,47214,1662,67437,64434,653,65087,132524
2018,ITH,6,6584,2816,41,9447,0,35,6357,39,6431,6,6619,9173,80,15878,14391,71,14462,30340
2018,ITO,16389,2726,943,962,21020,3,378,44746,830,45957,16392,3104,45689,1792,66977,14423,1440,15863,82840
2018,IWA,12146,9255,19754,1477,42632,11,35906,45293,1713,82923,12157,45161,65047,3190,125555,159993,2670,162663,288218
2018,IXD,0,2304,7904,574,10782,0,383,17360,805,18548,0,2687,25264,1379,29330,27778,426,28204,57534
2018,JAC,8075,7837,7055,76,23043,5,145,2898,111,3159,8080,7982,9953,187,26202,724,37,761,26963
2018,JAN,10148,8579,6585,6622,31934,0,389,970,429,1788,10148,8968,7555,7051,33722,905,18434,19339,53061
2018,JAX,63573,14960,10612,3850,92995,0,784,2378,736,3898,63573,15744,12990,4586,96893,967,4489,5456,102349
2018,JEF,3,428,4420,462,5313,0,1296,10815,1293,13404,3,1724,15235,1755,18717,13464,824,14288,33005
2018,JFK,423083,28054,3704,269,455110,4,1565,4234,141,5944,423087,29619,7938,410,461054,0,0,0,461054
2018,JLN,522,1457,3250,68,5297,0,760,7842,126,8728,522,2217,11092,194,14025,9852,58,9910,23935
2018,JNU,9325,3301,2168,97,14891,496,74946,12400,328,88170,9821,78247,14568,425,103061,3531,231,3762,106823
2018,JQF,2735,2552,12156,172,17615,17,3195,27867,596,31675,2752,5747,40023,768,49290,27681,44,27725,77015
2018,JRF,7,34,498,1427,1966,1,38,17714,4039,21792,8,72,18212,5466,23758,111164,15921,127085,150843
2018,JVL,14,5384,1864,36,7298,1,320,13540,166,14027,15,5704,15404,202,21325,15932,417,16349,37674
2018,JXN,0,453,3421,63,3937,0,214,16910,105,17229,0,667,20331,168,21166,17174,74,17248,38414
2018,KOA,31519,4992,2798,2188,41497,9,18198,16107,1170,35484,31528,23190,18905,3358,76981,40719,3842,44561,121542
2018,LAF,122,716,4569,39,5446,3,214,38667,77,38961,125,930,43236,116,44407,70537,22,70559,114966
2018,LAL,19,1177,19065,1290,21551,0,143,45487,458,46088,19,1320,64552,1748,67639,57538,2037,59575,127214
2018,LAN,2124,15353,7425,1176,26078,6,178,4466,212,4862,2130,15531,11891,1388,30940,2574,53,2627,33567
2018,LAS,366700,31473,39271,727,438171,13,97355,3857,470,101695,366713,128828,43128,1197,539866,0,0,0,539866
2018,LAW,1857,119,2124,11180,15280,0,2,3766,543,4311,1857,121,5890,11723,19591,1609,450,2059,21650
2018,LAX,649082,40246,16539,323,706190,10,64,1401,168,1643,649092,40310,17940,491,707833,0,0,0,707833
2018,LBB,13725,12310,13544,7619,47198,27,5271,11612,940,17850,13752,17581,25156,8559,65048,14922,5971,20893,85941
2018,LBE,1948,4513,2965,252,9678,0,270,8057,236,8563,1948,4783,11022,488,18241,5292,198,5490,23731
2018,LCH,19,4708,4370,1469,10566,0,3541,5710,76,9327,19,8249,10080,1545,19893,7106,77,7183,27076
2018,LEB,17,5693,3314,104,9128,2,3309,9201,285,12797,19,9002,12515,389,21925,10044,246,10290,32215
2018,LEE,0,395,10014,74,10483,0,919,20075,59,21053,0,1314,30089,133,31536,28187,18,28205,59741
2018,LEX,16643,12605,17104,1037,47389,1,2036,14522,532,17091,16644,14641,31626,1569,64480,5947,398,6345,70825
2018,LFT,3752,6946,10474,813,21985,0,5670,7571,112,13353,3752,12616,18045,925,35338,3640,52,3692,39030
2018,LGA,309242,54338,2915,87,366582,0,272,1903,108,2283,309242,54610,4818,195,368865,0,0,0,368865
2018,LGB,34819,3955,23653,502,62929,1,4265,73455,311,78032,34820,8220,97108,813,140961,115243,50,115293,256254
2018,LIH,29192,4480,1399,1261,36332,249,78399,5236,686,84570,29441,82879,6635,1947,120902,16584,472,17056,137958
2018,LIT,23282,11777,22031,7104,64194,2,1135,10531,868,12536,23284,12912,32562,7972,76730,4460,15346,19806,96536
2018,LMT,0,1876,1752,5547,9175,0,1615,8465,4933,15013,0,3491,10217,10480,24188,11464,6979,18443,42631
2018,LNK,834,10734,10511,7200,29279,0,607,11707,1220,13534,834,11341,22218,8420,42813,12697,3345,16042,58855
2018,LNS,8,4666,10153,684,15511,0,206,32762,352,33320,8,4872,42915,1036,48831,41496,1914,43410,92241
2018,LOU,2,475,7265,47,7789,1,1368,33534,166,35069,3,1843,40799,213,42858,41274,50,41324,84182
2018,LRD,6224,9874,7575,3171,26844,0,24,9738,1520,11282,6224,9898,17313,4691,38126,12974,28059,41033,79159
2018,LSE,1177,3598,2564,123,7462,0,218,6047,126,6391,1177,3816,8611,249,13853,5643,112,5755,19608
